"SKU","Produto","Quantidade Vendida","Primeiro Nome","Sobrenome","Loja","Preco Unitario",""
"HL1918","iPhone","4","Beatriz","Rodrigues","São Paulo","5300",""
"HL4379","Televisão","1","Carolina","Carneiro","São Paulo","2500",""
"HL8851","Notebook","1","Lucas","Neto","Fortaleza","3500",""
"HL4379","Televisão","5","Rogério","Gentile","Fortaleza","2500",""
"HL4379","Televisão","1","Letícia","Rodrigues","Goiás","2500",""
"HL4379","Televisão","5","Alex","Fernandes","São Paulo","2500",""
"HL8851","Notebook","3","Carolina","Bernardes","Rio de Janeiro","3500",""
"HL4379","Televisão","1","Thaís","Moura","Porto Alegre","2500",""
"HL4379","Televisão","4","Thaís","Pereira","Rio de Janeiro","2500",""
"HL1918","iPhone","1","Bruno","Souza","Fortaleza","5300",""
"HL1918","iPhone","1","Gabriel","Rocha","Belo Horizonte","5300",""
"HL7348","SmartWatch","5","Adriana","Carneiro","Porto Alegre","1400",""
"HL1148","Câmera","3","Caio","Affonso","São Paulo","2100",""
"HL2714","Tablet","3","João","Júnior","São Paulo","1600",""
"HL1918","iPhone","5","Bernardo","Nauenberg","Salvador","5300",""
"HL9962","Android","4","Jackson","Derossi","Recife","3400",""
"HL2714","Tablet","5","Wellington","Duarte","Salvador","1600",""
"HL4379","Televisão","3","Gustavo","Erthal","Rio de Janeiro","2500",""
"HL2714","Tablet","3","Luiz","Almeida","São Paulo","1600",""
"HL2714","Tablet","2","Leonardo","Faria","Goiás","1600",""
"HL8851","Notebook","2","Ylana","Teraoka","São Paulo","3500",""
"HL1918","iPhone","2","Marcelo","Magalhães","Rio de Janeiro","5300",""
"HL9962","Android","1","Raísa","Rodrigues","Recife","3400",""
"HL9962","Android","1","Eduardo","Vargas","Curitiba","3400",""
"HL4379","Televisão","3","Andressa","Nóbrega","Salvador","2500",""
"HL4379","Televisão","3","Adrielle","Vieira","Recife","2500",""
"HL4379","Televisão","5","Victor","Firmino","São Paulo","2500",""
"HL4379","Televisão","1","Marianna","Pestana","Fortaleza","2500",""
"HL7348","SmartWatch","3","Gabriel","Thoni","Curitiba","1400",""
"HL2714","Tablet","4","Katharina","Barros","Goiás","1600",""
"HL4379","Televisão","2","Ramon","Araujo","Fortaleza","2500",""
"HL4379","Televisão","1","Renan","Nucci","São Paulo","2500",""
"HL4379","Televisão","1","Caroll","Johnson","Porto Alegre","2500",""
"HL2714","Tablet","4","Antonio","Manhães","Goiás","1600",""
"HL8851","Notebook","1","Cícero","Lima","Belo Horizonte","3500",""
"HL1918","iPhone","5","Thais","Rodrigues","Goiás","5300",""
"HL8851","Notebook","5","Alexandre","Dantas","Curitiba","3500",""
"HL1148","Câmera","1","Hygor","Essaber","Curitiba","2100",""
"HL4379","Televisão","5","Joyce","Souza","Fortaleza","2500",""
"HL1918","iPhone","2","Wilson","Meirelles","Fortaleza","5300",""
"HL1918","iPhone","2","Marina","Perdomo","Salvador","5300",""
"HL1918","iPhone","1","Isabela","Rodrigues","Rio de Janeiro","5300",""
"HL1148","Câmera","4","Victoria","Mazza","São Paulo","2100",""
"HL4379","Televisão","1","Adriane","Gomes","Goiás","2500",""
"HL9962","Android","5","Pedro","Oliveira","Salvador","3400",""
"HL1918","iPhone","2","Renan","Ventura","Salvador","5300",""
"HL1148","Câmera","3","Catarina","Teixeira","Salvador","2100",""
"HL9962","Android","2","Henrique","Silva","São Paulo","3400",""
"HL1918","iPhone","5","Anderson","Barreto","Fortaleza","5300",""
"HL4379","Televisão","5","Rafael","Wajnsztok","Goiás","2500",""
"HL9962","Android","3","Clarissa","Santos","Rio de Janeiro","3400",""
"HL1148","Câmera","2","Victoria","Tavares","Belo Horizonte","2100",""
"HL1918","iPhone","4","Luis","Oliveira","São Paulo","5300",""
"HL1918","iPhone","5","José","Vieira","Rio de Janeiro","5300",""
"HL2714","Tablet","2","Manuela","Merege","São Paulo","1600",""
"HL4379","Televisão","1","Matheus","Moraes","Belo Horizonte","2500",""
"HL8851","Notebook","1","Bruna","Gomes","Rio de Janeiro","3500",""
"HL1918","iPhone","2","Guilherme","Monteiro","Fortaleza","5300",""
"HL9962","Android","1","Lucas","Valim","Salvador","3400",""
"HL2714","Tablet","1","Lorena","Carvalho","Rio de Janeiro","1600",""
"HL1918","iPhone","4","Lucas","Costa","Fortaleza","5300",""
"HL7348","SmartWatch","2","Lucas","Machado","Curitiba","1400",""
"HL1918","iPhone","1","Mariana","Miranda","Rio de Janeiro","5300",""
"HL4379","Televisão","3","Isabelle","Firmino","Salvador","2500",""
"HL8851","Notebook","4","Camilla","Cardeman","Goiás","3500",""
"HL9962","Android","4","João","Bach","Rio de Janeiro","3400",""
"HL4379","Televisão","5","Rogério","Gentile","Rio de Janeiro","2500",""
"HL9962","Android","2","Jéssica","Netto","São Paulo","3400",""
"HL1148","Câmera","4","Matheus","Gomes","Porto Alegre","2100",""
"HL2714","Tablet","3","Ana","Felippe","São Paulo","1600",""
"HL9962","Android","2","Eduardo","Quindeler","São Paulo","3400",""
"HL4379","Televisão","3","Beatriz","Cavalcanti","Salvador","2500",""
"HL4379","Televisão","5","Myllena","Corrêa","Recife","2500",""
"HL4379","Televisão","4","Leonardo","Ferreira","Goiás","2500",""
"HL1148","Câmera","5","Sarah","Souza","São Paulo","2100",""
"HL7348","SmartWatch","5","Vitor","Campos","Rio de Janeiro","1400",""
"HL4379","Televisão","3","Diego","Rodrigues","Curitiba","2500",""
"HL1918","iPhone","3","Gabrielle","Viríssimo","Recife","5300",""
"HL1918","iPhone","3","Luiz","Mendonça","Salvador","5300",""
"HL7348","SmartWatch","5","Luiz","Campista","São Paulo","1400",""
"HL1918","iPhone","5","Renan","Freire","Fortaleza","5300",""
"HL1148","Câmera","2","Paola","Abreu","Fortaleza","2100",""
"HL1148","Câmera","3","Rafael","Rocha","Rio de Janeiro","2100",""
"HL4379","Televisão","5","Jessica","Cordovil","Curitiba","2500",""
"HL1918","iPhone","2","Marina","Marins","Goiás","5300",""
"HL1918","iPhone","2","Ravena","Bhering","Salvador","5300",""
"HL1918","iPhone","5","Marina","Mesquita","Rio de Janeiro","5300",""
"HL1918","iPhone","4","Caio","Fernandes","Curitiba","5300",""
"HL8851","Notebook","3","Bruna","Franco","Fortaleza","3500",""
"HL9962","Android","2","Breno","Quinto","Rio de Janeiro","3400",""
"HL9962","Android","2","Bianca","Allevato","Goiás","3400",""
"HL9962","Android","2","João","Capitulo","Curitiba","3400",""
"HL1918","iPhone","5","Gustavo","Guimarães","Fortaleza","5300",""
"HL1148","Câmera","3","Antônio","Oliveira","São Paulo","2100",""
"HL2714","Tablet","3","Julia","Figueiredo","Goiás","1600",""
"HL2714","Tablet","2","Livia","Corrêa","São Paulo","1600",""
"HL1148","Câmera","2","Raissa","Maia","Salvador","2100",""
"HL9962","Android","2","Eric","Neves","Belo Horizonte","3400",""
"HL4379","Televisão","1","Bárbara","Lima","Porto Alegre","2500",""
"HL4379","Televisão","5","Eric","Carvalho","Salvador","2500",""
"HL4379","Televisão","3","Carolina","Bernardes","Salvador","2500",""
"HL1918","iPhone","5","Jeferson","Sone","Recife","5300",""
"HL8851","Notebook","5","Luis","Oliveira","Rio de Janeiro","3500",""
"HL8851","Notebook","4","Mariana","Sousa","São Paulo","3500",""
"HL2714","Tablet","2","Isabela","Resende","Curitiba","1600",""
"HL8851","Notebook","5","Julia","Figueiredo","Rio de Janeiro","3500",""
"HL1918","iPhone","2","José","Vieira","São Paulo","5300",""
"HL9962","Android","1","Marcelo","Borges","Fortaleza","3400",""
"HL7348","SmartWatch","3","Ananda","Dias","São Paulo","1400",""
"HL1918","iPhone","1","Renan","Nascimento","São Paulo","5300",""
"HL2714","Tablet","4","Victor","Franco","Rio de Janeiro","1600",""
"HL9962","Android","4","Ylana","Teraoka","São Paulo","3400",""
"HL1148","Câmera","1","Samara","Pinto","Fortaleza","2100",""
"HL8851","Notebook","4","Paula","Calbucci","São Paulo","3500",""
"HL4379","Televisão","4","Julia","Penteado","Fortaleza","2500",""
"HL1918","iPhone","2","Lucas","Almeida","Salvador","5300",""
"HL1918","iPhone","3","Carolina","Abrahão","Curitiba","5300",""
"HL8851","Notebook","2","Gabriela","Mello","São Paulo","3500",""
"HL1918","iPhone","5","Alex","Fernandes","São Paulo","5300",""
"HL4379","Televisão","3","João","Fonseca","Salvador","2500",""
"HL4379","Televisão","5","João","Araujo","Belo Horizonte","2500",""
"HL2714","Tablet","4","Pedro","Ronfini","Recife","1600",""
"HL4379","Televisão","3","Carolina","Silva","São Paulo","2500",""
"HL1148","Câmera","5","Luiz","Almeida","Salvador","2100",""
"HL1918","iPhone","2","Hércules","Júnior","Rio de Janeiro","5300",""
"HL8851","Notebook","3","Felipe","Mendonça","São Paulo","3500",""
"HL1918","iPhone","1","Debora","Silva","Belo Horizonte","5300",""
"HL1918","iPhone","1","Rodrigo","Mendes","Fortaleza","5300",""
"HL1918","iPhone","5","Wilson","Miranda","Recife","5300",""
"HL1918","iPhone","3","Fernanda","Silva","Fortaleza","5300",""
"HL4379","Televisão","4","Daniel","Felippe","Recife","2500",""
"HL4379","Televisão","1","Rogério","Gentile","Fortaleza","2500",""
"HL4379","Televisão","5","Priscila","Garcia","Salvador","2500",""
"HL8851","Notebook","1","Yasser","Calbucci","Rio de Janeiro","3500",""
"HL1148","Câmera","1","Ana","Silva","Fortaleza","2100",""
"HL1918","iPhone","2","Rebeca","Reis","Fortaleza","5300",""
"HL7348","SmartWatch","4","Rachel","Restum","Porto Alegre","1400",""
"HL9962","Android","5","Bernardo","Ribeiro","Fortaleza","3400",""
"HL1918","iPhone","4","Juliana","Souza","Goiás","5300",""
"HL9962","Android","4","Ana","Campos","São Paulo","3400",""
"HL8851","Notebook","5","João","Luz","Salvador","3500",""
"HL1148","Câmera","2","Alon","Pestana","Porto Alegre","2100",""
"HL1918","iPhone","4","Monique","Vasconcelos","Fortaleza","5300",""
"HL2714","Tablet","5","Carlos","Barbosa","Salvador","1600",""
"HL2714","Tablet","3","Luiz","Xavier","Rio de Janeiro","1600",""
"HL8851","Notebook","2","Matheus","Miranda","Recife","3500",""
"HL4379","Televisão","5","Fernanda","Junior","Recife","2500",""
"HL4379","Televisão","3","Gabriel","Azevedo","Curitiba","2500",""
"HL1918","iPhone","2","Caio","Cardoso","Curitiba","5300",""
"HL4379","Televisão","4","Renan","Cunha","Salvador","2500",""
"HL7348","SmartWatch","4","Rodrigo","Ramos","Salvador","1400",""
"HL1918","iPhone","2","Miguel","Carneiro","Curitiba","5300",""
"HL4379","Televisão","4","David","Vasconcelos","São Paulo","2500",""
"HL1148","Câmera","5","Letícia","Araujo","Fortaleza","2100",""
"HL7348","SmartWatch","4","Lucas","Wanderley","Belo Horizonte","1400",""
"HL9962","Android","2","Raul","Junqueira","Belo Horizonte","3400",""
"HL9962","Android","4","Amanda","Felippe","Recife","3400",""
"HL1918","iPhone","4","Breno","Caputo","Porto Alegre","5300",""
"HL8851","Notebook","1","Raissa","Pinheiro","Curitiba","3500",""
"HL4379","Televisão","3","Victoria","Mazza","Belo Horizonte","2500",""
"HL1918","iPhone","1","Rodrigo","Souza","Fortaleza","5300",""
"HL1918","iPhone","2","Vittorio","Freitas","Fortaleza","5300",""
"HL2714","Tablet","1","Camille","Silva","Rio de Janeiro","1600",""
"HL9962","Android","3","Anna","Silva","Salvador","3400",""
"HL1918","iPhone","1","Cassio","Faria","Rio de Janeiro","5300",""
"HL1918","iPhone","3","Wendela","Mariz","Rio de Janeiro","5300",""
"HL8851","Notebook","4","Livia","Cozendey","Belo Horizonte","3500",""
"HL1918","iPhone","2","Gabriel","Silva","Fortaleza","5300",""
"HL4379","Televisão","2","Caio","Moraes","Salvador","2500",""
"HL8851","Notebook","2","Livia","Codeceira","Fortaleza","3500",""
"HL7348","SmartWatch","2","Roberto","Nogueira","Rio de Janeiro","1400",""
"HL7348","SmartWatch","5","Raphael","Mattos","São Paulo","1400",""
"HL9962","Android","5","Juan","Fernandes","São Paulo","3400",""
"HL7348","SmartWatch","4","Maria","Junior","Salvador","1400",""
"HL1918","iPhone","4","Nicolas","Monteiro","Curitiba","5300",""
"HL4379","Televisão","4","Raíssa","Oliveira","Fortaleza","2500",""
"HL2714","Tablet","1","Fabio","Ramos","Rio de Janeiro","1600",""
"HL4379","Televisão","3","Jorge","Carvalho","Rio de Janeiro","2500",""
"HL7348","SmartWatch","3","Thomáz","Rodriguez","Salvador","1400",""
"HL8851","Notebook","1","Lucas","Assunção","São Paulo","3500",""
"HL1918","iPhone","5","Larissa","Vasconcellos","Belo Horizonte","5300",""
"HL4379","Televisão","1","Helena","Chafin","Goiás","2500",""
"HL1918","iPhone","4","Kimberly","Sad","São Paulo","5300",""
"HL9962","Android","2","Anderson","Cavalcanti","Goiás","3400",""
"HL7348","SmartWatch","5","Stephanie","Oliveira","Rio de Janeiro","1400",""
"HL4379","Televisão","1","Caio","Moraes","Belo Horizonte","2500",""
"HL7348","SmartWatch","3","Gabrielle","Silva","São Paulo","1400",""
"HL2714","Tablet","2","Juliana","Silva","São Paulo","1600",""
"HL4379","Televisão","2","Raissa","Maia","Salvador","2500",""
"HL1918","iPhone","3","Laís","Oliveira","Salvador","5300",""
"HL9962","Android","4","Gabriel","Soares","Curitiba","3400",""
"HL8851","Notebook","3","Gabriel","Rocha","Fortaleza","3500",""
"HL1918","iPhone","2","Rafaela","Ferreira","Salvador","5300",""
"HL7348","SmartWatch","3","Carolina","Figueiredo","Recife","1400",""
"HL1148","Câmera","3","Deysiane","Medronho","Porto Alegre","2100",""
"HL8851","Notebook","3","Ives","Teixeira","São Paulo","3500",""
"HL8851","Notebook","5","Raissa","Maia","São Paulo","3500",""
"HL1918","iPhone","3","Katharina","Barros","Salvador","5300",""
"HL9962","Android","5","William","Mendonça","São Paulo","3400",""
"HL2714","Tablet","1","Isabella","Rodrigues","São Paulo","1600",""
"HL8851","Notebook","5","Bárbara","Lima","Belo Horizonte","3500",""
"HL2714","Tablet","3","Gabriel","Ribeiro","Fortaleza","1600",""
"HL2714","Tablet","4","Raíssa","Nimer","Fortaleza","1600",""
"HL4379","Televisão","3","Lais","Candido","Fortaleza","2500",""
"HL7348","SmartWatch","4","Jéssica","Resinente","São Paulo","1400",""
"HL1918","iPhone","1","Lucas","Junior","Salvador","5300",""
"HL2714","Tablet","1","Matheus","Gomes","Recife","1600",""
"HL7348","SmartWatch","3","Bruna","Silva","Porto Alegre","1400",""
"HL1918","iPhone","2","Giuseppe","Bhering","Porto Alegre","5300",""
"HL1148","Câmera","1","Maria","Gasperi","Salvador","2100",""
"HL9962","Android","5","Fernanda","Ferreira","Rio de Janeiro","3400",""
"HL1918","iPhone","5","Caio","Vianna","Belo Horizonte","5300",""
"HL1918","iPhone","3","Pedro","Pereira","Curitiba","5300",""
"HL7348","SmartWatch","2","Caroll","Johnson","Salvador","1400",""
"HL7348","SmartWatch","1","Bianca","Ferezin","Curitiba","1400",""
"HL2714","Tablet","1","Rafaela","Ferreira","Goiás","1600",""
"HL9962","Android","4","Ananda","Dias","Goiás","3400",""
"HL2714","Tablet","2","Eduardo","Lopes","Fortaleza","1600",""
"HL7348","SmartWatch","1","Daniel","Monteiro","Belo Horizonte","1400",""
"HL7348","SmartWatch","5","Gabriel","Azevedo","Fortaleza","1400",""
"HL4379","Televisão","2","Anderson","Cavalcanti","Fortaleza","2500",""
"HL9962","Android","3","Camilla","Guimarães","Curitiba","3400",""
"HL4379","Televisão","5","Khaio","Mesquita","Fortaleza","2500",""
"HL9962","Android","1","José","Vieira","Belo Horizonte","3400",""
"HL2714","Tablet","5","Lucas","Rodrigues","Curitiba","1600",""
"HL7348","SmartWatch","1","Victor","Corrêa","São Paulo","1400",""
"HL9962","Android","5","Mariane","Ferreira","Fortaleza","3400",""
"HL8851","Notebook","4","Rafaella","Mello","Curitiba","3500",""
"HL8851","Notebook","2","Julia","Leig","Recife","3500",""
"HL1918","iPhone","4","Marcela","Gasperi","Rio de Janeiro","5300",""
"HL9962","Android","1","Patrick","Silva","Porto Alegre","3400",""
"HL1918","iPhone","2","Clarissa","Santos","Rio de Janeiro","5300",""
"HL8851","Notebook","4","Carlos","Assis","Rio de Janeiro","3500",""
"HL7348","SmartWatch","4","Pedro","Rodrigues","Fortaleza","1400",""
"HL4379","Televisão","2","Célio","Xavier","Fortaleza","2500",""
"HL4379","Televisão","1","Jeferson","Sone","São Paulo","2500",""
"HL2714","Tablet","2","Caroline","Delgado","Belo Horizonte","1600",""
"HL2714","Tablet","2","Bruna","Londero","São Paulo","1600",""
"HL2714","Tablet","1","João","Pedrazza","São Paulo","1600",""
"HL4379","Televisão","1","Tiago","Pereira","Fortaleza","2500",""
"HL9962","Android","2","Daniel","Sousa","Recife","3400",""
"HL1148","Câmera","3","Diego","Mello","São Paulo","2100",""
"HL9962","Android","1","Gabrielle","Figueiredo","São Paulo","3400",""
"HL7348","SmartWatch","5","Lucas","Almeida","Goiás","1400",""
"HL1918","iPhone","1","Guido","Monteiro","Rio de Janeiro","5300",""
"HL4379","Televisão","2","Thayane","Resende","Porto Alegre","2500",""
"HL1918","iPhone","5","Marina","Aragão","Rio de Janeiro","5300",""
"HL1918","iPhone","2","Felipe","Mendonça","Rio de Janeiro","5300",""
"HL1918","iPhone","3","Maria","Cardoso","Rio de Janeiro","5300",""
"HL2714","Tablet","3","Mariana","Freire","Salvador","1600",""
"HL1918","iPhone","1","Vinícius","Antunes","São Paulo","5300",""
"HL8851","Notebook","4","Gabrielle","Figueiredo","São Paulo","3500",""
"HL1918","iPhone","3","Rafaela","Gomes","Recife","5300",""
"HL1918","iPhone","2","Mariana","Sousa","Rio de Janeiro","5300",""
"HL1148","Câmera","2","Vanessa","Bach","Curitiba","2100",""
"HL1918","iPhone","4","Rilson","Dias","Fortaleza","5300",""
"HL1918","iPhone","4","Julia","Teixeira","Goiás","5300",""
"HL4379","Televisão","5","Felipe","Mello","São Paulo","2500",""
"HL1918","iPhone","4","Lucas","Chagas","Recife","5300",""
"HL7348","SmartWatch","2","Daniela","Andrada","Salvador","1400",""
"HL8851","Notebook","1","Vitor","Campos","Porto Alegre","3500",""
"HL4379","Televisão","5","Raphael","Kurtz","Fortaleza","2500",""
"HL2714","Tablet","5","Breno","Farias","Curitiba","1600",""
"HL4379","Televisão","1","Bernardo","Ribeiro","Belo Horizonte","2500",""
"HL8851","Notebook","5","João","Castilho","Porto Alegre","3500",""
"HL1918","iPhone","1","Guilherme","Rachide","Belo Horizonte","5300",""
"HL2714","Tablet","2","Felipe","Júnior","Recife","1600",""
"HL1918","iPhone","1","Raphael","Rezende","São Paulo","5300",""
"HL8851","Notebook","4","João","Peçanha","Salvador","3500",""
"HL2714","Tablet","1","Julia","Penteado","Porto Alegre","1600",""
"HL4379","Televisão","5","Ulisses","Filho","São Paulo","2500",""
"HL2714","Tablet","5","Ruan","Lopes","Recife","1600",""
"HL8851","Notebook","3","Matheus","Santos","Rio de Janeiro","3500",""
"HL1918","iPhone","3","Luíza","Melo","Goiás","5300",""
"HL7348","SmartWatch","5","Luis","Oliveira","Recife","1400",""
"HL9962","Android","5","Myllena","Corrêa","Porto Alegre","3400",""
"HL1918","iPhone","5","Adriane","Gomes","Fortaleza","5300",""
"HL1918","iPhone","4","Gabrielle","Silva","Salvador","5300",""
"HL4379","Televisão","5","Tadeu","Nakayama","Porto Alegre","2500",""
"HL9962","Android","5","Caroline","Pinto","Curitiba","3400",""
"HL1918","iPhone","3","Henrique","Silva","Salvador","5300",""
"HL4379","Televisão","3","José","Vieira","São Paulo","2500",""
"HL4379","Televisão","4","Arthur","Pereira","Rio de Janeiro","2500",""
"HL2714","Tablet","1","Luíza","Garcia","São Paulo","1600",""
"HL1148","Câmera","5","Gustavo","Aragão","Salvador","2100",""
"HL2714","Tablet","5","Karina","Camara","Rio de Janeiro","1600",""
"HL7348","SmartWatch","1","Renan","Ventura","Porto Alegre","1400",""
"HL1918","iPhone","2","Rodrigo","Silva","Rio de Janeiro","5300",""
"HL8851","Notebook","4","Lorena","Kohn","Recife","3500",""
"HL8851","Notebook","3","Célio","Xavier","São Paulo","3500",""
"HL7348","SmartWatch","3","Victor","Franco","Curitiba","1400",""
"HL2714","Tablet","1","Guilherme","Merotto","São Paulo","1600",""
"HL9962","Android","5","Tiago","Pereira","Recife","3400",""
"HL9962","Android","2","Jorge","Fonseca","Rio de Janeiro","3400",""
"HL8851","Notebook","3","Thomáz","Vannier","São Paulo","3500",""
"HL1918","iPhone","1","Bruno","Ferreira","Rio de Janeiro","5300",""
"HL2714","Tablet","3","Luiz","Conceição","Rio de Janeiro","1600",""
"HL1918","iPhone","2","Jeferson","Sone","Curitiba","5300",""
"HL4379","Televisão","5","Lucas","Costa","São Paulo","2500",""
"HL1918","iPhone","4","Kim","Ferreira","Curitiba","5300",""
"HL1918","iPhone","1","Bernardo","Souza","Rio de Janeiro","5300",""
"HL1918","iPhone","5","Débora","Lopes","Curitiba","5300",""
"HL1918","iPhone","1","Mariana","Miranda","Recife","5300",""
"HL7348","SmartWatch","4","Raissa","Sales","Fortaleza","1400",""
"HL9962","Android","2","Gabrielle","Costa","Fortaleza","3400",""
"HL4379","Televisão","1","Pedro","Lyra","São Paulo","2500",""
"HL4379","Televisão","4","Eduardo","Vargas","São Paulo","2500",""
"HL8851","Notebook","4","Gabriel","Assis","Rio de Janeiro","3500",""
"HL1918","iPhone","1","Matheus","Delgado","Rio de Janeiro","5300",""
"HL4379","Televisão","3","Carolina","Bernardes","Rio de Janeiro","2500",""
"HL1918","iPhone","3","Ana","Leite","Salvador","5300",""
"HL1918","iPhone","1","João","Menezes","Recife","5300",""
"HL4379","Televisão","3","Beatriz","Rocha","São Paulo","2500",""
"HL9962","Android","1","Vitor","Arruda","Belo Horizonte","3400",""
"HL4379","Televisão","3","Izabel","Lopes","Curitiba","2500",""
"HL9962","Android","3","Renan","Cunha","Salvador","3400",""
"HL9962","Android","5","Bruna","Ramos","Rio de Janeiro","3400",""
"HL1148","Câmera","2","Isabelle","Gonçalves","São Paulo","2100",""
"HL7348","SmartWatch","1","João","Matheus","Rio de Janeiro","1400",""
"HL1918","iPhone","4","Guilherme","Seixas","Rio de Janeiro","5300",""
"HL1918","iPhone","4","Larissa","Jesus","São Paulo","5300",""
"HL1918","iPhone","4","Ramon","Araujo","Rio de Janeiro","5300",""
"HL1148","Câmera","3","João","Araujo","Goiás","2100",""
"HL1918","iPhone","5","Diego","Rodrigues","Curitiba","5300",""
"HL8851","Notebook","4","Luana","Santos","Fortaleza","3500",""
"HL9962","Android","3","Raissa","Pinheiro","Rio de Janeiro","3400",""
"HL8851","Notebook","2","Larissa","Jesus","São Paulo","3500",""
"HL4379","Televisão","5","José","Seixas","Porto Alegre","2500",""
"HL1148","Câmera","4","Bruna","Gomes","Goiás","2100",""
"HL9962","Android","5","Mariana","Barrozo","Salvador","3400",""
"HL8851","Notebook","4","Thomáz","Rodriguez","Salvador","3500",""
"HL1148","Câmera","5","Cícero","Lima","Curitiba","2100",""
"HL1918","iPhone","2","Giselia","Thiele","Salvador","5300",""
"HL1918","iPhone","4","Paloma","Sperandei","Fortaleza","5300",""
"HL4379","Televisão","4","Jéssica","Netto","São Paulo","2500",""
"HL1918","iPhone","5","Gustavo","Thome","São Paulo","5300",""
"HL2714","Tablet","4","Philipe","Morete","Curitiba","1600",""
"HL7348","SmartWatch","5","Guilherme","Merotto","São Paulo","1400",""
"HL2714","Tablet","5","Eduardo","Peluzo","Porto Alegre","1600",""
"HL2714","Tablet","3","Izabel","Miura","Curitiba","1600",""
"HL1918","iPhone","4","Rafaela","Gonçalves","Rio de Janeiro","5300",""
"HL1918","iPhone","3","João","Siqueira","São Paulo","5300",""
"HL1918","iPhone","4","Daniela","Rosa","Belo Horizonte","5300",""
"HL1918","iPhone","5","Stefan","Santos","Fortaleza","5300",""
"HL1918","iPhone","5","Daniela","Andrada","Goiás","5300",""
"HL1918","iPhone","1","Giulia","Pessanha","Rio de Janeiro","5300",""
"HL1918","iPhone","5","Daniela","Pereira","Rio de Janeiro","5300",""
"HL2714","Tablet","2","Thiago","Nóbrega","Fortaleza","1600",""
"HL1918","iPhone","3","Bruna","Londero","Recife","5300",""
"HL9962","Android","3","Eric","Carvalho","Rio de Janeiro","3400",""
"HL1148","Câmera","3","Gustavo","Thome","Recife","2100",""
"HL4379","Televisão","5","Guido","Monteiro","Fortaleza","2500",""
"HL9962","Android","5","Rachel","Restum","Porto Alegre","3400",""
"HL8851","Notebook","1","Raphael","Machado","Porto Alegre","3500",""
"HL4379","Televisão","1","Leandro","Ferreira","Salvador","2500",""
"HL8851","Notebook","1","Guilherme","Lima","Recife","3500",""
"HL2714","Tablet","3","Bernard","Pedrosa","São Paulo","1600",""
"HL1918","iPhone","3","João","Rodrigues","Fortaleza","5300",""
"HL1148","Câmera","4","Roberta","Pimenta","São Paulo","2100",""
"HL1918","iPhone","3","João","Castilho","Rio de Janeiro","5300",""
"HL4379","Televisão","1","Carlos","Barbosa","Recife","2500",""
"HL4379","Televisão","2","Raphael","Coelho","São Paulo","2500",""
"HL1148","Câmera","3","Marina","Miranda","Salvador","2100",""
"HL4379","Televisão","2","Laura","Araujo","Fortaleza","2500",""
"HL1918","iPhone","3","Joyce","Medina","Rio de Janeiro","5300",""
"HL8851","Notebook","5","Paula","Cavalcanti","Fortaleza","3500",""
"HL2714","Tablet","1","Carolina","Silva","São Paulo","1600",""
"HL9962","Android","4","Arthur","Souza","São Paulo","3400",""
"HL4379","Televisão","3","Breno","Britto","Fortaleza","2500",""
"HL1148","Câmera","1","Adrielle","Forte","Goiás","2100",""
"HL1918","iPhone","1","Bruno","Salomão","Rio de Janeiro","5300",""
"HL1918","iPhone","5","Bruna","Franco","Porto Alegre","5300",""
"HL1918","iPhone","2","Lucas","Cavalcanti","Salvador","5300",""
"HL4379","Televisão","2","Bruna","Chein","São Paulo","2500",""
"HL1918","iPhone","4","Giovana","Vilela","Fortaleza","5300",""
"HL9962","Android","2","Larissa","Jesus","Rio de Janeiro","3400",""
"HL4379","Televisão","5","Breno","Costa","Fortaleza","2500",""
"HL9962","Android","3","Raul","Junqueira","Fortaleza","3400",""
"HL1918","iPhone","5","Nathalia","Ventura","Recife","5300",""
"HL1918","iPhone","2","Rafaella","Mello","Fortaleza","5300",""
"HL7348","SmartWatch","3","Gabrielle","Figueiredo","Fortaleza","1400",""
"HL1148","Câmera","1","Cézar","Santos","Curitiba","2100",""
"HL8851","Notebook","1","Michelle","Figueiredo","Salvador","3500",""
"HL1918","iPhone","5","Juliana","Huon","Salvador","5300",""
"HL8851","Notebook","2","Luis","Souza","Curitiba","3500",""
"HL1918","iPhone","5","Carolina","Siqueira","Rio de Janeiro","5300",""
"HL7348","SmartWatch","3","Myllena","Corrêa","Salvador","1400",""
"HL1918","iPhone","2","Danilo","Alves","São Paulo","5300",""
"HL1918","iPhone","3","Caio","Moura","Fortaleza","5300",""
"HL4379","Televisão","2","Bruna","Ramos","São Paulo","2500",""
"HL1918","iPhone","1","Carolina","Bernardes","São Paulo","5300",""
"HL4379","Televisão","5","Felipe","Jorge","Recife","2500",""
"HL9962","Android","5","Bruno","Ursulino","São Paulo","3400",""
"HL4379","Televisão","4","Adrielle","Forte","Curitiba","2500",""
"HL2714","Tablet","3","Diego","Marchesi","Recife","1600",""
"HL1148","Câmera","4","Célio","Xavier","Curitiba","2100",""
"HL4379","Televisão","2","Fernanda","Silva","Porto Alegre","2500",""
"HL7348","SmartWatch","2","Rafael","Wajnsztok","Fortaleza","1400",""
"HL1918","iPhone","4","Thais","Rodrigues","Goiás","5300",""
"HL1148","Câmera","4","Adriana","Carneiro","Fortaleza","2100",""
"HL7348","SmartWatch","1","Vitor","Boccaletti","Rio de Janeiro","1400",""
